IDX,LON,LAT,ENTRY_EXIT,EXIT_NUM,INTERCHANGE,FACILITY_TYPE,FACILITY_NAME,STATEID,FAFID
1339,-156.46711045369304,20.89409142859046,,,,Seaport,"KAHULUI, MAUI",0,0
1341,-156.46380745439453,20.896366428459523,,,,,,0,0
1342,-156.4652014537642,20.894592429089332,,,,,,0,0
1343,-156.4263574555642,20.885978429125842,,,,,,0,0
1537,-155.68253751702562,18.914740511323014,,,,,,0,0
1539,-155.25082351386646,19.42554747794591,,,,,,0,0
1541,-155.4666215033184,19.689105471013338,,,,,,0,0
1542,-155.1812365094273,19.681572465603477,,,,,,0,0
1543,-155.46284050147406,19.769127467203877,,,,,,0,0
1544,-155.0407905139544,19.622971465060495,,,,,,0,0
1545,-155.8377424858669,20.048741461432478,,,,,,0,0
1546,-155.8305144829874,20.238007452339588,,,,,,0,0
1547,-155.82595648693135,20.036068461926817,,,,,,0,0
1548,-155.82664048664654,20.03553746160413,,,,Seaport,KAWAIHAE HARBOR,0,0
1549,-155.8231434871793,20.03241746151304,,,,,,0,0
1551,-155.69897449034414,20.026730459832226,,,,,,0,0
1552,-155.7383684856701,20.208808452283954,,,,,,0,0
1554,-155.9970244703033,20.7045274322636,,,,,,0,0
1555,-155.98770946901635,20.75479242926875,,,,,,0,0
1556,-156.23018646300588,20.744101433204133,,,,,,0,0
1558,-156.25259846275745,20.71020043556424,,,,,,0,0
1561,-155.6688964907401,20.020441459745506,,,,,,0,0
1562,-155.4502554951107,20.069428453648623,,,,,,0,0
1563,-155.5836794911617,20.11763445335497,,,,,,0,0
1564,-155.11111650668227,19.875037455598303,,,,,,0,0
1565,-159.3606723340485,21.953147396791152,,,,,,0,0
1566,-159.3604533337654,21.95233639702286,,,,Seaport,"NAWILIWILI, KAUAI",0,0
1568,-159.35523633361692,21.95774039641542,,,,,,0,0
1569,-159.3745333325943,21.97502539610318,,,,,,0,0
1570,-159.37138733275629,21.976073395833108,,,,,,0,0
1571,-159.35798533379483,21.96757639640949,,,,,,0,0
1572,-159.36768933344757,21.98093939500141,,,,,,0,0
1573,-159.36587933325296,21.991419394673116,,,,,,0,0
1574,-159.35129233426088,21.9814813953912,,,,,,0,0
1575,-159.35541733426518,21.955551396716206,,,,,,0,0
1576,-159.35572633406164,21.956848396728244,,,,,,0,0
1577,-159.3468223335768,22.000695393983506,,,,,,0,0
1578,-159.35022233385797,21.98146139476806,,,,,,0,0
1579,-159.3825913320839,22.028458392237606,,,,,,0,0
